Elevation,Aspect,Slope,Horizontal_Distance_To_Hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Hillshade_3pm,Horizontal_Distance_To_Fire_Points,Wilderness_Area_3,Wilderness_Area_4,Soil_Type_1,Soil_Type_2,Soil_Type_3,Soil_Type_4,Soil_Type_5,Soil_Type_6,Soil_Type_10,Soil_Type_11,Soil_Type_13,Soil_Type_14,Soil_Type_16,Soil_Type_17,Soil_Type_20,Soil_Type_32,Soil_Type_33,Cover_Type
2011.0,344.0,17.0,313.0,29.0,404.0,183.0,211.0,164.0,300.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
2022.0,24.0,13.0,391.0,42.0,509.0,212.0,212.0,134.0,421.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
2018.0,341.0,27.0,351.0,34.0,390.0,152.0,188.0,168.0,190.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
2074.0,348.0,18.0,499.0,107.0,566.0,183.0,208.0,161.0,277.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
2089.0,41.0,19.0,424.0,81.0,510.0,219.0,194.0,103.0,350.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
2018.0,303.0,24.0,60.0,23.0,120.0,145.0,220.0,211.0,228.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
2102.0,33.0,12.0,382.0,94.0,480.0,218.0,214.0,131.0,342.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
2025.0,288.0,26.0,67.0,30.0,120.0,140.0,227.0,223.0,256.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
2097.0,23.0,16.0,408.0,89.0,516.0,209.0,204.0,128.0,342.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
2121.0,28.0,26.0,571.0,160.0,680.0,200.0,173.0,97.0,306.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
2020.0,74.0,18.0,301.0,59.0,430.0,239.0,202.0,88.0,67.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
2044.0,276.0,25.0,108.0,49.0,153.0,144.0,236.0,227.0,277.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
2047.0,31.0,21.0,216.0,54.0,272.0,210.0,190.0,109.0,277.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
2050.0,3.0,13.0,201.0,54.0,297.0,201.0,214.0,149.0,309.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
2092.0,262.0,17.0,309.0,84.0,417.0,176.0,246.0,208.0,242.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
2092.0,352.0,27.0,228.0,84.0,335.0,164.0,183.0,150.0,182.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
2167.0,320.0,16.0,488.0,165.0,589.0,178.0,224.0,185.0,300.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
2173.0,50.0,28.0,124.0,100.0,212.0,219.0,167.0,64.0,552.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2008.0,226.0,32.0,30.0,12.0,108.0,161.0,250.0,210.0,295.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
2591.0,122.0,26.0,85.0,43.0,1114.0,253.0,210.0,67.0,658.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3
2088.0,66.0,33.0,313.0,131.0,351.0,231.0,156.0,31.0,301.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
2172.0,325.0,20.0,313.0,170.0,420.0,167.0,214.0,185.0,95.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
2161.0,113.0,32.0,458.0,142.0,524.0,254.0,188.0,34.0,390.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2223.0,294.0,21.0,212.0,151.0,108.0,156.0,230.0,212.0,511.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2092.0,270.0,29.0,150.0,90.0,270.0,131.0,234.0,235.0,85.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
2110.0,54.0,25.0,342.0,150.0,390.0,225.0,177.0,71.0,466.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2206.0,65.0,33.0,210.0,144.0,201.0,229.0,155.0,31.0,361.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2175.0,303.0,31.0,270.0,173.0,391.0,120.0,208.0,220.0,108.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
2194.0,170.0,24.0,300.0,175.0,481.0,229.0,242.0,130.0,175.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
2162.0,166.0,33.0,277.0,143.0,543.0,226.0,230.0,107.0,242.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2143.0,170.0,32.0,247.0,124.0,547.0,223.0,234.0,116.0,258.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2223.0,287.0,6.0,301.0,26.0,30.0,202.0,240.0,177.0,361.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2129.0,197.0,33.0,242.0,110.0,598.0,191.0,245.0,164.0,324.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2151.0,177.0,23.0,295.0,134.0,481.0,224.0,245.0,140.0,430.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2077.0,99.0,26.0,285.0,117.0,331.0,252.0,194.0,54.0,518.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
