Elevation,Aspect,Slope,Horizontal_Distance_To_Hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Hillshade_3pm,Horizontal_Distance_To_Fire_Points,Wilderness_Area_3,Wilderness_Area_4,Soil_Type_1,Soil_Type_2,Soil_Type_3,Soil_Type_4,Soil_Type_5,Soil_Type_6,Soil_Type_10,Soil_Type_11,Soil_Type_13,Soil_Type_14,Soil_Type_16,Soil_Type_17,Soil_Type_20,Soil_Type_32,Soil_Type_33,Cover_Type
2553.0,235.0,17.0,351.0,95.0,780.0,188.0,253.0,199.0,1410.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3
2022.0,24.0,13.0,391.0,42.0,509.0,212.0,212.0,134.0,421.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
2038.0,50.0,17.0,408.0,71.0,474.0,226.0,200.0,102.0,283.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
2018.0,341.0,27.0,351.0,34.0,390.0,152.0,188.0,168.0,190.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
2089.0,41.0,19.0,424.0,81.0,510.0,219.0,194.0,103.0,350.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
2018.0,303.0,24.0,60.0,23.0,120.0,145.0,220.0,211.0,228.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
2102.0,33.0,12.0,382.0,94.0,480.0,218.0,214.0,131.0,342.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
2097.0,23.0,16.0,408.0,89.0,516.0,209.0,204.0,128.0,342.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
2121.0,345.0,29.0,564.0,113.0,671.0,150.0,181.0,161.0,365.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
2121.0,28.0,26.0,571.0,160.0,680.0,200.0,173.0,97.0,306.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
2044.0,276.0,25.0,108.0,49.0,153.0,144.0,236.0,227.0,277.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
2047.0,31.0,21.0,216.0,54.0,272.0,210.0,190.0,109.0,277.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
2050.0,3.0,13.0,201.0,54.0,297.0,201.0,214.0,149.0,309.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
2092.0,262.0,17.0,309.0,84.0,417.0,176.0,246.0,208.0,242.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
2160.0,349.0,12.0,532.0,158.0,636.0,197.0,219.0,160.0,361.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
2090.0,0.0,29.0,201.0,82.0,309.0,165.0,173.0,134.0,190.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
2092.0,352.0,27.0,228.0,84.0,335.0,164.0,183.0,150.0,182.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
