Elevation,Aspect,Slope,Horizontal_Distance_To_Hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Hillshade_3pm,Horizontal_Distance_To_Fire_Points,Wilderness_Area_3,Wilderness_Area_4,Soil_Type_1,Soil_Type_2,Soil_Type_3,Soil_Type_4,Soil_Type_5,Soil_Type_6,Soil_Type_10,Soil_Type_11,Soil_Type_13,Soil_Type_14,Soil_Type_16,Soil_Type_17,Soil_Type_20,Soil_Type_32,Soil_Type_33,Cover_Type
2431,86,28,120,43,731,247,181,44,1172,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3
2505,230,34,42,24,1594,149,247,217,1148,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3
2040,346,31,371,45,424,145,174,157,228,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
2744,94,27,339,111,2469,250,189,50,2179,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3
2285,188,21,90,31,1025,216,250,157,362,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2265,299,31,212,-32,458,118,210,224,553,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3
2515,113,13,108,13,1695,241,227,113,631,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3
2324,135,23,95,37,1245,249,223,90,930,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3
2573,177,17,150,34,1224,226,247,148,1842,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3
2734,180,14,297,145,2837,225,248,153,1323,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3
2464,315,13,67,28,376,184,229,184,1900,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3
2417,246,14,481,73,882,190,250,197,1288,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3
2316,83,22,60,17,384,244,195,69,759,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3
2549,156,11,277,97,674,233,241,138,955,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3
2298,164,15,60,2,124,233,243,137,424,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3
2664,101,21,150,38,2301,249,207,76,2506,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3
2602,232,19,450,176,2215,187,253,200,350,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3
2643,114,8,443,26,1706,233,233,131,2123,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2161,192,30,313,145,514,203,247,158,390,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2433,128,19,309,167,1315,248,225,97,649,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3
1972,61,38,60,41,85,221,136,15,531,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2495,225,13,60,11,1134,201,252,185,1053,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3
2544,190,21,108,37,1852,216,251,159,1674,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2324,202,16,255,67,895,211,252,172,726,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3
2612,187,38,134,82,2471,196,236,141,972,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3
2356,132,26,319,41,421,251,215,74,1106,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3
2089,330,24,190,84,228,156,203,182,626,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3
2340,289,22,268,98,769,154,232,216,339,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3
2653,103,34,212,84,1057,253,175,20,659,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3
2563,184,14,30,0,1320,223,249,156,1465,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3
2191,10,22,150,51,552,191,191,132,735,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3
2627,211,31,190,125,1664,179,250,189,268,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3
2474,12,8,216,70,660,212,224,149,1552,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3
2214,296,32,182,139,1395,114,211,228,931,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3
2534,227,19,295,48,895,190,254,196,1040,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2590,167,12,524,120,540,230,244,145,551,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2176,72,25,95,34,1370,239,184,61,313,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3
1989,289,43,108,94,127,71,195,243,283,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3
2620,150,22,120,36,1598,242,233,109,2620,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3
2320,148,30,108,51,85,244,222,84,810,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3
2665,153,19,616,11,684,239,238,121,1296,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3
