Elevation,Aspect,Slope,Horizontal_Distance_To_Hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Hillshade_3pm,Horizontal_Distance_To_Fire_Points,Wilderness_Area_3,Wilderness_Area_4,Soil_Type_1,Soil_Type_2,Soil_Type_3,Soil_Type_4,Soil_Type_5,Soil_Type_6,Soil_Type_10,Soil_Type_11,Soil_Type_13,Soil_Type_14,Soil_Type_16,Soil_Type_17,Soil_Type_20,Soil_Type_32,Soil_Type_33,Cover_Type
2265,101,48,306,-24,618,241,129,0,509,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2476,231,26,124,55,1071,170,253,210,1302,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3
2577,173,23,192,66,2077,227,244,136,872,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3
2706,162,18,421,72,2311,235,241,130,2334,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3
2263,315,34,234,107,1173,111,189,207,751,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3
2518,141,28,335,-33,376,247,220,81,1165,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3
2008,269,28,30,11,120,138,237,232,210,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
2437,205,21,30,11,1795,202,254,178,242,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3
2124,298,40,60,47,175,83,192,233,658,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3
2530,144,23,212,76,711,245,229,100,891,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3
2619,202,27,190,15,1848,197,252,175,1554,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2654,178,33,175,107,2542,214,237,129,1024,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3
2151,301,29,150,81,720,128,213,220,256,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3
2499,317,8,331,56,67,199,233,174,1723,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3
2413,187,10,210,62,420,221,247,159,731,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2615,92,7,108,11,1622,232,229,129,962,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2620,170,26,360,82,973,228,240,126,1008,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2709,127,5,216,17,912,228,237,143,365,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2429,288,29,301,-5,481,126,222,229,1812,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3
2124,45,23,242,180,268,219,183,88,256,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3
2525,113,13,60,-17,1317,242,226,110,1448,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3
2622,138,23,150,38,1595,248,225,92,2579,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3
2717,245,47,319,94,3122,84,221,240,1563,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3
2366,126,9,127,21,1398,235,234,130,488,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3
2400,93,12,85,24,1053,239,221,110,834,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3
2014,129,29,170,26,234,252,208,61,577,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3
2146,290,31,323,123,391,121,219,230,408,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3
2445,180,9,330,-14,934,224,246,155,1256,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2460,184,29,175,55,1177,213,245,146,1140,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3
2214,360,29,30,17,769,164,173,136,552,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3
2285,21,29,240,87,1040,188,167,102,162,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3
2389,67,21,134,40,553,236,193,78,1159,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3
2429,13,11,324,121,376,210,218,145,342,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3
2646,108,13,85,20,2240,242,224,109,2454,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2313,317,17,360,170,1110,174,223,188,511,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3
2713,174,16,180,16,2048,228,246,146,379,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3
2224,300,33,210,146,1433,113,207,225,911,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3
2320,117,23,242,26,313,252,211,73,984,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3
2227,300,25,60,28,808,142,221,215,1518,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3
2216,325,24,270,55,646,153,206,189,541,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3
2590,161,11,170,45,1825,232,243,141,1830,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3
2366,319,27,95,47,127,141,204,198,404,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3
2336,98,7,212,50,484,231,231,132,607,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3
2804,111,24,509,172,2565,252,207,69,2005,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3
2550,201,31,258,149,1503,190,249,174,797,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3
2542,148,7,573,65,866,230,240,142,1142,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2615,131,10,417,87,700,236,235,129,1513,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2380,25,16,319,31,1390,210,203,125,618,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3
2564,235,14,335,65,2436,196,252,191,576,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2315,45,17,175,76,210,222,200,106,1613,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2237,64,21,30,21,1170,234,194,82,467,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3
2526,158,17,90,17,1050,236,241,129,1655,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3
2631,215,10,424,92,1571,210,250,174,1945,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3
2318,114,36,216,130,1587,253,179,19,120,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3
2352,127,25,42,15,170,252,215,75,732,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3
2333,351,23,488,231,1132,173,195,155,1289,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3
2393,61,19,212,-13,750,232,197,89,713,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3
2684,159,14,170,21,1019,234,242,135,541,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2097,164,31,180,33,408,230,230,106,702,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3
2401,224,19,365,71,765,191,254,194,713,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2410,180,17,240,69,721,224,248,151,1167,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2478,79,27,67,24,1356,243,182,51,997,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3
2360,311,25,297,131,926,145,214,205,170,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3
2308,346,26,150,72,1364,160,189,161,1044,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3
2216,226,35,450,164,492,150,247,213,895,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2143,319,16,0,0,1084,177,224,186,424,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3
2533,220,29,108,58,1537,173,252,201,1209,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3
2254,341,37,300,155,571,118,158,162,309,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3
2701,145,23,285,122,1672,245,229,100,1107,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3
2409,86,11,210,71,1124,236,221,115,876,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3
2594,238,40,247,168,1991,119,236,230,313,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3
2307,65,27,212,97,1620,233,173,54,847,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3
2205,20,31,90,49,1315,181,157,96,1044,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3
2247,27,16,60,0,721,211,203,124,474,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3
2600,179,11,484,130,511,225,247,153,497,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1929,53,21,150,53,180,226,189,86,902,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3
2306,18,30,242,162,1062,181,162,102,1463,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3
2090,109,15,30,-6,600,245,222,102,648,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3
2583,113,7,134,-11,1397,233,233,132,1239,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1960,58,38,42,29,67,217,135,19,509,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2040,94,20,162,83,212,247,205,78,402,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2675,131,25,192,92,1914,251,218,79,2721,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3
2402,250,8,60,2,690,203,246,181,1006,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3
