Elevation,Aspect,Slope,Horizontal_Distance_To_Hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Hillshade_3pm,Horizontal_Distance_To_Fire_Points,Wilderness_Area_3,Wilderness_Area_4,Soil_Type_1,Soil_Type_2,Soil_Type_3,Soil_Type_4,Soil_Type_5,Soil_Type_6,Soil_Type_10,Soil_Type_11,Soil_Type_13,Soil_Type_14,Soil_Type_16,Soil_Type_17,Soil_Type_20,Soil_Type_32,Soil_Type_33,Cover_Type
2267,354,34,470,110,607,144,159,139,658,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3
2726,156,22,424,92,2469,239,237,116,2193,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3
2448,327,31,242,47,1203,129,187,189,808,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3
2452,82,16,67,17,513,240,211,96,1727,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3
2659,175,25,268,133,2278,224,244,136,953,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3
1983,32,20,60,14,182,211,192,110,362,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3
2351,134,17,180,61,767,244,230,109,551,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3
2600,135,17,218,70,912,244,230,109,1368,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3
2393,89,22,90,47,443,247,200,72,872,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3
2663,119,12,150,34,1652,241,229,117,162,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3
2619,259,25,85,33,1358,151,244,226,1423,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3
2568,143,15,95,9,1442,240,235,120,2439,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3
2707,215,33,256,115,3036,169,249,195,1500,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3
2180,115,27,67,31,153,254,202,56,540,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2266,31,29,30,21,1358,199,164,85,722,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3
2224,280,25,376,149,458,145,234,224,306,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3
2410,180,17,240,69,721,224,248,151,1167,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2465,79,19,42,5,1438,241,203,85,1033,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3
2651,104,15,95,25,2236,244,220,102,2489,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2547,148,11,153,18,2029,234,239,135,1885,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2196,293,23,60,24,1146,148,227,216,518,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3
2639,173,20,391,101,932,228,245,140,993,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2522,70,10,192,39,182,231,221,123,1772,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3
2589,222,21,268,168,1784,188,254,196,514,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3
2497,135,8,85,8,1099,233,237,135,997,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3
2270,227,20,67,17,446,187,254,198,537,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3
2651,0,3,335,103,488,215,233,156,1381,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2535,134,15,300,99,301,242,232,115,384,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3
2249,333,34,255,143,1148,122,174,180,1154,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3
2639,176,9,60,0,1107,225,245,153,720,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
