Elevation,Aspect,Slope,Horizontal_Distance_To_Hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Hillshade_3pm,Horizontal_Distance_To_Fire_Points,Wilderness_Area_3,Wilderness_Area_4,Soil_Type_1,Soil_Type_2,Soil_Type_3,Soil_Type_4,Soil_Type_5,Soil_Type_6,Soil_Type_10,Soil_Type_11,Soil_Type_13,Soil_Type_14,Soil_Type_16,Soil_Type_17,Soil_Type_20,Soil_Type_32,Soil_Type_33,Cover_Type
2000,318,7,30,4,108,201,234,172,268,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4
2004,47,8,0,0,150,223,223,135,300,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4
2006,73,11,0,0,170,233,218,115,319,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4
2006,79,16,0,0,192,240,209,95,339,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4
2010,70,23,0,0,212,238,188,69,361,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4
2006,53,12,0,0,255,227,215,120,366,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4
2005,29,6,0,0,297,218,226,144,376,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4
2008,36,2,0,0,361,219,234,152,418,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4
2023,83,29,30,15,361,245,176,0,457,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4
2021,342,16,30,2,576,185,214,167,437,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4
2037,29,24,0,0,582,204,182,104,485,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4
2025,33,19,42,9,424,213,195,111,503,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4
2022,19,14,30,6,446,209,210,136,495,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4
2018,27,9,0,0,467,217,221,140,488,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4
2034,55,22,30,-2,547,228,188,83,524,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4
2025,51,9,30,-1,518,225,220,128,537,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4
2023,229,4,0,0,488,213,244,168,551,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4
2034,35,21,67,18,446,213,189,104,532,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4
2030,18,18,42,12,467,203,199,128,524,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4
2020,358,25,0,0,531,174,186,143,511,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4
